source_id,hotel_stars,traveler_type,extracted_aspect,sentiment
fd5bc9d7479316611f30f68d62763665,3,Business,housekeeper,POSITIVE
fd5bc9d7479316611f30f68d62763665,3,Business,ladies,NEUTRAL
fd5bc9d7479316611f30f68d62763665,3,Business,reception,NEUTRAL
a78f2f080227795862cfb1381958c8eb,3,Business,parking,NEUTRAL
d07e73828509eccdfa111aefd96ceac7,3,Business,food,NEUTRAL
fd5bc9d7479316611f30f68d62763665,3,Business,parking,NEUTRAL
b31209c0bd6d97d3fe0b6dba2f93c99c,3,Business,room,NEUTRAL
b31209c0bd6d97d3fe0b6dba2f93c99c,3,Business,room,NEUTRAL
08a1615785dce1f569d418d422aff151,3,Business,room,NEGATIVE
08a1615785dce1f569d418d422aff151,3,Business,elevators,NEGATIVE
08a1615785dce1f569d418d422aff151,3,Business,beer,NEUTRAL
810b40c7bf4efdaa9a5ab7d070b4ea39,3,Business,service,NEGATIVE
810b40c7bf4efdaa9a5ab7d070b4ea39,3,Business,reception,NEUTRAL
87299574232d8c77c7ce16b6f4cab172,3,Business,color,NEUTRAL
87299574232d8c77c7ce16b6f4cab172,3,Business,color,NEUTRAL
fd5bc9d7479316611f30f68d62763665,3,Business,event,NEGATIVE
e6818ff26d74fa2164e42825b4fbfa2e,3,Business,room,NEGATIVE
e6818ff26d74fa2164e42825b4fbfa2e,3,Business,staff,NEGATIVE
13fed01eb28f4cf0c374cf956b800256,3,Business,fan,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,rooms,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,light,NEGATIVE
a2da19af3dff51100f894d99aad556d1,3,Business,shower,NEUTRAL
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,service,NEUTRAL
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,receptionist,NEGATIVE
044b26b0e4b6ff810288b40203635e4b,3,Business,beds,NEGATIVE
044b26b0e4b6ff810288b40203635e4b,3,Business,location,NEGATIVE
3515ffd5eaa02a524a197a5902d13c56,3,Business,window,NEGATIVE
576ab6855883010262d8729e57d81d32,3,Business,young,NEUTRAL
0c5412b33d755d6afa5f7f91a2224679,3,Business,location,NEUTRAL
0c5412b33d755d6afa5f7f91a2224679,3,Business,taxis,NEGATIVE
906d74988a759584df705d0bc357bd2b,3,Business,maintenance,NEGATIVE
33cb9fb1434a0345e06d2447204c8417,3,Business,shower head,NEGATIVE
33cb9fb1434a0345e06d2447204c8417,3,Business,shower cabin,NEGATIVE
33cb9fb1434a0345e06d2447204c8417,3,Business,soap dispenser,NEGATIVE
33cb9fb1434a0345e06d2447204c8417,3,Business,windows,NEGATIVE
33cb9fb1434a0345e06d2447204c8417,3,Business,coffee,NEUTRAL
33cb9fb1434a0345e06d2447204c8417,3,Business,tea,NEUTRAL
d24ee8062efc97e622d4800113e32017,3,Business,dishes,NEGATIVE
415ea468c8106346164f9c42d7bfc638,3,Business,breakfast,NEGATIVE
415ea468c8106346164f9c42d7bfc638,3,Business,floor,NEGATIVE
02c1a8fdddbbbea939b7b39a00734452,3,Business,noise,NEGATIVE
5a07fbab9127372546ef2a288295cf84,3,Business,water drainage,NEGATIVE
5a07fbab9127372546ef2a288295cf84,3,Business,shower cabin,NEGATIVE
32ce863afe67405221f60ca4ad1a5ec6,3,Business,shower,NEGATIVE
32ce863afe67405221f60ca4ad1a5ec6,3,Business,shower,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,pillows,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,shower handle,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,food,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,music,NEGATIVE
cb502ae63eb085e4b1652a83da8d3969,3,Business,classes,NEUTRAL
d74d0709975fc0a8587e85d7098c4ac2,3,Business,drainage,NEGATIVE
d74d0709975fc0a8587e85d7098c4ac2,3,Business,shower tray,NEGATIVE
906d74988a759584df705d0bc357bd2b,3,Business,party,NEUTRAL
906d74988a759584df705d0bc357bd2b,3,Business,corridors,NEUTRAL
906d74988a759584df705d0bc357bd2b,3,Business,beds,NEGATIVE
ea3f885726ef55927616d8c2b7145e42,3,Business,hotel,NEUTRAL
ea3f885726ef55927616d8c2b7145e42,3,Business,traffic organization,NEGATIVE
58131759e19f5a7d0853c5298085c03a,3,Business,air conditioning,NEGATIVE
58131759e19f5a7d0853c5298085c03a,3,Business,water pressure,NEGATIVE
58131759e19f5a7d0853c5298085c03a,3,Business,bathroom,NEUTRAL
ce082a693715089852faf68d781a5b14,3,Business,sofa,NEGATIVE
ce082a693715089852faf68d781a5b14,3,Business,stain,NEGATIVE
f5c8afce3a5eed12f1290e72ba5bddfe,3,Business,privacy,NEGATIVE
f5c8afce3a5eed12f1290e72ba5bddfe,3,Business,rooms,NEGATIVE
cb643c066e0502243aa5a93e93ee2c50,3,Business,soup,NEGATIVE
cb643c066e0502243aa5a93e93ee2c50,3,Business,served,NEGATIVE
cb643c066e0502243aa5a93e93ee2c50,3,Business,dumpling,NEGATIVE
cb643c066e0502243aa5a93e93ee2c50,3,Business,cakes,NEGATIVE
cb643c066e0502243aa5a93e93ee2c50,3,Business,bathroom shower cabin,NEGATIVE
ea3f885726ef55927616d8c2b7145e42,3,Business,breakfast,NEUTRAL
0c5412b33d755d6afa5f7f91a2224679,3,Business,mattress,POSITIVE
1a048f90af29a4be66d6ae0cd79f739b,3,Business,latch,NEGATIVE
1a048f90af29a4be66d6ae0cd79f739b,3,Business,door,NEUTRAL
a4d9294ef9b8c8b219de3f8a7032ae07,3,Business,parking,NEUTRAL
a4d9294ef9b8c8b219de3f8a7032ae07,3,Business,tv,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,rooms,POSITIVE
d24ee8062efc97e622d4800113e32017,3,Business,service,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,service,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,dish,NEGATIVE
d24ee8062efc97e622d4800113e32017,3,Business,lady,POSITIVE
d24ee8062efc97e622d4800113e32017,3,Business,price,NEGATIVE
0c5412b33d755d6afa5f7f91a2224679,3,Business,air condition,NEGATIVE
6688f07ca8d4396101f8bd30144df21d,3,Business,baked beans,NEGATIVE
6688f07ca8d4396101f8bd30144df21d,3,Business,boiled eggs,NEGATIVE
6688f07ca8d4396101f8bd30144df21d,3,Business,coffee,NEGATIVE
6688f07ca8d4396101f8bd30144df21d,3,Business,pate,NEGATIVE
906d74988a759584df705d0bc357bd2b,3,Business,shower,NEUTRAL
906d74988a759584df705d0bc357bd2b,3,Business,shower head,NEGATIVE
91cb50e860fc75db2211cb75f0776724,3,Business,bathroom,NEUTRAL
ba92382d85ea1eef5d337a88887751c7,3,Business,breakfast,NEUTRAL
ba92382d85ea1eef5d337a88887751c7,3,Business,served,NEGATIVE
408112bdf9940cb3918b0f114ebcafff,3,Business,room,NEGATIVE
408112bdf9940cb3918b0f114ebcafff,3,Business,shower cabin,NEGATIVE
408112bdf9940cb3918b0f114ebcafff,3,Business,cabin door,NEGATIVE
83f786f229b36c9da4b7329b7d23ac3c,3,Business,elevators,NEGATIVE
87299574232d8c77c7ce16b6f4cab172,3,Business,quality,NEGATIVE
87299574232d8c77c7ce16b6f4cab172,3,Business,dishes,NEUTRAL
c5c54b73ef620a093ef3a4bcae185c6a,3,Business,bar,NEUTRAL
c5c54b73ef620a093ef3a4bcae185c6a,3,Business,breakfast,NEUTRAL
f8b8b48bc2d1d2eed56110595eb68455,3,Business,rooms,NEUTRAL
ac8eb51a03621e6ca484fc6338cae15b,3,Business,rooms,NEUTRAL
ac8eb51a03621e6ca484fc6338cae15b,3,Business,reception,NEGATIVE
dd1a6e64e4979866c540ea2c52359f15,3,Business,lighting,NEUTRAL
d49a7f51f1e8076a521eada48eae69b7,3,Business,windows,NEGATIVE
d49a7f51f1e8076a521eada48eae69b7,3,Business,air conditioning,NEGATIVE
d7b35e38fefcca9338cd8fb207bab715,3,Business,pillows,NEUTRAL
d7b35e38fefcca9338cd8fb207bab715,3,Business,materials,NEGATIVE
0cd3d7a8c920e42707d167c7bd71d43e,3,Business,ladies,NEGATIVE
0cd3d7a8c920e42707d167c7bd71d43e,3,Business,reception,NEUTRAL
0cd3d7a8c920e42707d167c7bd71d43e,3,Business,surface parking,NEGATIVE
83f786f229b36c9da4b7329b7d23ac3c,3,Business,location,NEUTRAL
83f786f229b36c9da4b7329b7d23ac3c,3,Business,decor,NEGATIVE
87299574232d8c77c7ce16b6f4cab172,3,Business,breakfast,NEUTRAL
83f786f229b36c9da4b7329b7d23ac3c,3,Business,bed,NEGATIVE
83f786f229b36c9da4b7329b7d23ac3c,3,Business,shower drain,NEGATIVE
a080ebd9725bf586d0b25de2e30c2ba9,3,Business,breakfast,NEUTRAL
921680276cef6ed0a71274e528119dcd,3,Business,price,NEGATIVE
921680276cef6ed0a71274e528119dcd,3,Business,breakfast,NEUTRAL
35bc52052558d796181b0a19ef406202,3,Business,dishes,NEGATIVE
35bc52052558d796181b0a19ef406202,3,Business,breakfast,NEUTRAL
35bc52052558d796181b0a19ef406202,3,Business,bread,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,room,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,wifi,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,lobby,NEUTRAL
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,water bottles,NEUTRAL
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,drinks,NEUTRAL
0da4367b1366c360c9e3dfcd57491573,3,Business,room temperature,NEGATIVE
145ff9287682d598cba84eac0525bcf2,3,Business,air conditioning,NEGATIVE
145ff9287682d598cba84eac0525bcf2,3,Business,windows,NEGATIVE
02fc14945cbb583cbefefc5337c6d585,3,Business,window,NEGATIVE
02fc14945cbb583cbefefc5337c6d585,3,Business,window frame,NEUTRAL
02fc14945cbb583cbefefc5337c6d585,3,Business,window,NEGATIVE
dd1a6e64e4979866c540ea2c52359f15,3,Business,noise,NEGATIVE
bc59927f07dd90df110523a6759c1ed1,3,Business,park,NEGATIVE
bc59927f07dd90df110523a6759c1ed1,3,Business,underground,NEGATIVE
f8b8b48bc2d1d2eed56110595eb68455,3,Business,garage,POSITIVE
ddf67d56eea99e854fb849a18c626ae4,3,Business,breakfast,NEUTRAL
dd03c94c63e3bc7d7ba3e9a3bb52c96d,3,Business,flaws,NEUTRAL
f8b8b48bc2d1d2eed56110595eb68455,3,Business,windows,NEGATIVE
f8b8b48bc2d1d2eed56110595eb68455,3,Business,adjust,NEGATIVE
f8b8b48bc2d1d2eed56110595eb68455,3,Business,air conditioning,NEGATIVE
f8b8b48bc2d1d2eed56110595eb68455,3,Business,window,NEUTRAL
fcd23214fb392be5b70c2780bc7a381b,3,Business,entrance,NEGATIVE
22811dd0676a2a6b6a930ccd07fff337,3,Business,breakfasts,NEGATIVE
22811dd0676a2a6b6a930ccd07fff337,3,Business,variety,POSITIVE
376ef6380365b30e4dc44d671d738272,3,Business,wi - fi,NEGATIVE
376ef6380365b30e4dc44d671d738272,3,Business,parking,NEGATIVE
a080ebd9725bf586d0b25de2e30c2ba9,3,Business,elevator,NEGATIVE
a080ebd9725bf586d0b25de2e30c2ba9,3,Business,reception desk,NEUTRAL
885b8f6c73ed0a1a29c589a3c2ba139e,3,Business,coffee machines,NEGATIVE
078f46e98275d73b689f6a8171c23992,3,Business,air conditioning,NEGATIVE
078f46e98275d73b689f6a8171c23992,3,Business,room,NEGATIVE
078f46e98275d73b689f6a8171c23992,3,Business,parking,NEUTRAL
924dc44b64506052442a94af0492f28a,3,Business,cabinets,NEUTRAL
924dc44b64506052442a94af0492f28a,3,Business,mattresses,POSITIVE
924dc44b64506052442a94af0492f28a,3,Business,sheet,NEGATIVE
924dc44b64506052442a94af0492f28a,3,Business,programs,NEGATIVE
e256085f7c2b452c197629fafc05c71e,3,Business,bed,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,bedding,POSITIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,mattresses,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,sheets,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,breakfast,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,room,NEGATIVE
d07e73828509eccdfa111aefd96ceac7,3,Business,ipad,NEUTRAL
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,bedding,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,towels,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,sink,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,eggs,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,pork,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,plate,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,meat,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,check - in,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,service,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,reception,NEUTRAL
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,mattresses,NEGATIVE
924dc44b64506052442a94af0492f28a,3,Business,service,NEGATIVE
924dc44b64506052442a94af0492f28a,3,Business,bathrooms,NEGATIVE
924dc44b64506052442a94af0492f28a,3,Business,internet,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,bathroom,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,bed,NEGATIVE
86f08668a39b5451336feabbe5d9f7d4,3,Business,service,NEUTRAL
87299574232d8c77c7ce16b6f4cab172,3,Business,reception staff,NEGATIVE
a530a6b28ec8108c82b56009c02f4431,3,Business,ventilation,NEGATIVE
a530a6b28ec8108c82b56009c02f4431,3,Business,room,NEGATIVE
a530a6b28ec8108c82b56009c02f4431,3,Business,breakfast,NEGATIVE
a530a6b28ec8108c82b56009c02f4431,3,Business,olive oil,NEGATIVE
daf24a70e972ba3dbd13a4fb584b46b7,3,Business,coffee machines,NEGATIVE
87299574232d8c77c7ce16b6f4cab172,3,Business,water,NEGATIVE
00cf0c9ba4e4953cbd5d8a27e494b7b8,3,Business,reception staff,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,refrigerator,NEUTRAL
fd5bc9d7479316611f30f68d62763665,3,Business,air conditioning,NEGATIVE
f98e2c84660132faf7130c58ef067dac,3,Business,shower gel,NEGATIVE
f98e2c84660132faf7130c58ef067dac,3,Business,sport,NEGATIVE
f92ea7ca340421769bb609d9678c3510,3,Business,air conditioning,NEUTRAL
f92ea7ca340421769bb609d9678c3510,3,Business,bathroom,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,interior,NEGATIVE
fd5bc9d7479316611f30f68d62763665,3,Business,reception area,NEGATIVE
31bc64f860da6b260fb0aec25492757a,3,Business,kettle,NEUTRAL
31bc64f860da6b260fb0aec25492757a,3,Business,duvet,NEGATIVE
31bc64f860da6b260fb0aec25492757a,3,Business,plates,NEGATIVE
14d0ce24dad5c9156f6e9b8e1719d745,3,Business,reservation,NEUTRAL
14d0ce24dad5c9156f6e9b8e1719d745,3,Business,receptionists,NEGATIVE
31bc64f860da6b260fb0aec25492757a,3,Business,dinner,NEUTRAL
e0cdd56fd4ca396be056176d1a2746ce,3,Business,furniture,NEGATIVE
e0cdd56fd4ca396be056176d1a2746ce,3,Business,fittings,NEGATIVE
e0cdd56fd4ca396be056176d1a2746ce,3,Business,furniture upholstery,NEGATIVE
e0cdd56fd4ca396be056176d1a2746ce,3,Business,air conditioning controller,NEGATIVE
e0cdd56fd4ca396be056176d1a2746ce,3,Business,buttons,NEGATIVE
3e5738bcaa3e2a3113cf5ba56cde8948,3,Business,room,NEGATIVE
3e5738bcaa3e2a3113cf5ba56cde8948,3,Business,facilities,NEUTRAL
3e5738bcaa3e2a3113cf5ba56cde8948,3,Business,breakfast,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,soundproofing,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,corridor,NEGATIVE
78dc85fd84f06fbdaaafcda1b08ca686,3,Business,rooms,NEGATIVE
d4f4735245f41e6bddf7f77903366ba7,3,Business,plates,NEUTRAL
d4f4735245f41e6bddf7f77903366ba7,3,Business,breakfast,NEUTRAL
6878232b3d59daf434ca8691b54bc84f,3,Business,staff,NEGATIVE
d4f4735245f41e6bddf7f77903366ba7,3,Business,refrigerator,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,rooms,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,walls,NEGATIVE
8e46bbb1d851192bef832242f6fc0e1a,3,Business,windows,NEGATIVE
8e46bbb1d851192bef832242f6fc0e1a,3,Business,bed,POSITIVE
9c6bcfc5ff350b9a8d680b5d4196dd4e,3,Business,equipment,NEGATIVE
9c6bcfc5ff350b9a8d680b5d4196dd4e,3,Business,ventilation system,NEGATIVE
1b88ebae98ecf87e3aaa1bb5a78c82af,3,Business,hair dryer,NEGATIVE
1b88ebae98ecf87e3aaa1bb5a78c82af,3,Business,reception,NEGATIVE
1b88ebae98ecf87e3aaa1bb5a78c82af,3,Business,sheet,POSITIVE
a0288e0ae52801dd3906d6653f9d2b64,3,Business,kettles,NEGATIVE
bb802e6128b44f317c5b3e306514dba2,3,Business,soundproofing,NEGATIVE
bb802e6128b44f317c5b3e306514dba2,3,Business,hallway,NEUTRAL
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,kettle,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,cup,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,tea,NEUTRAL
f90fae1393732c10d800071f43da97c3,3,Business,windows,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,ventilation,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,hours,NEGATIVE
bb802e6128b44f317c5b3e306514dba2,3,Business,room,NEGATIVE
bb802e6128b44f317c5b3e306514dba2,3,Business,temperature,NEGATIVE
bb802e6128b44f317c5b3e306514dba2,3,Business,window,NEGATIVE
64a183df750b0ecea130efd2f0ed0971,3,Business,parking,NEGATIVE
d4f4735245f41e6bddf7f77903366ba7,3,Business,noise,NEGATIVE
22b86993924e5ebfaad1866da0d25f92,3,Business,wine,NEUTRAL
31bc64f860da6b260fb0aec25492757a,3,Business,cleanliness,NEGATIVE
2335a1fa6bf9125f9750625478a12c9a,3,Business,room,NEGATIVE
2335a1fa6bf9125f9750625478a12c9a,3,Business,parking lot,NEGATIVE
2335a1fa6bf9125f9750625478a12c9a,3,Business,pool,NEUTRAL
8870ce83afcb6cec96de2d510c36e348,3,Business,breakfast,NEUTRAL
8870ce83afcb6cec96de2d510c36e348,3,Business,selection of hot options,POSITIVE
2e083817c7fea4f57ac8de3983f8e4a5,3,Business,restaurant,NEGATIVE
420f31a75a2d7170de7c3a61367f7c2a,3,Business,entrance,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,shower cubicle,NEUTRAL
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,door,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,corridor,NEGATIVE
4f7273a8bff9bacb350de70c8fe444f5,3,Business,mattress,POSITIVE
d4f4735245f41e6bddf7f77903366ba7,3,Business,sinks,NEUTRAL
d4f4735245f41e6bddf7f77903366ba7,3,Business,toilet,NEUTRAL
d0eab9496839f7c44ba8953ea5c94104,3,Business,staff,NEGATIVE
d0eab9496839f7c44ba8953ea5c94104,3,Business,pool,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,room,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,bathroom,NEUTRAL
f90fae1393732c10d800071f43da97c3,3,Business,hair dryer,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,shower water,NEGATIVE
80c8aa39fbb754228a4f9ab6bc741af6,3,Business,room,NEGATIVE
80c8aa39fbb754228a4f9ab6bc741af6,3,Business,staff,NEGATIVE
80c8aa39fbb754228a4f9ab6bc741af6,3,Business,room,NEGATIVE
7c059499401d4dc8b99bc753178abe34,3,Business,kettle,NEUTRAL
7c059499401d4dc8b99bc753178abe34,3,Business,shower head,NEGATIVE
7c059499401d4dc8b99bc753178abe34,3,Business,control buttons,NEGATIVE
7c059499401d4dc8b99bc753178abe34,3,Business,light bulbs,NEGATIVE
73dac1d79df715860ba38e7be920e8d8,3,Business,service,NEGATIVE
73dac1d79df715860ba38e7be920e8d8,3,Business,lady,NEGATIVE
73dac1d79df715860ba38e7be920e8d8,3,Business,room,NEGATIVE
73dac1d79df715860ba38e7be920e8d8,3,Business,spaces,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,furnishings,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,gym,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,wi - fi,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,food prices,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,breakfast,NEGATIVE
92072827d5f0f92fa21c533ca177fce3,4,Business,price,NEGATIVE
cc2b74ccb214571cc69bce3e48ac9269,4,Business,picture frames,NEGATIVE
cc2b74ccb214571cc69bce3e48ac9269,4,Business,curtains,NEGATIVE
cc2b74ccb214571cc69bce3e48ac9269,4,Business,service,POSITIVE
940a0fdc3cf850526f2459a235a6c7c4,4,Business,temperature,NEGATIVE
fdb3187a6f51a9a3e85dd6359f3390db,3,Business,window,NEGATIVE
f9189bfedeae08b0d17653a5463661ef,3,Business,windows,NEUTRAL
f9189bfedeae08b0d17653a5463661ef,3,Business,room,NEUTRAL
f9189bfedeae08b0d17653a5463661ef,3,Business,breakfast,NEUTRAL
31bc64f860da6b260fb0aec25492757a,3,Business,windows,NEUTRAL
31bc64f860da6b260fb0aec25492757a,3,Business,air,POSITIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,mattress,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,room,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,windows,NEGATIVE
01a9a0b4d0dc5e217f38e4eb74b85c6c,3,Business,sockets,NEGATIVE
e61441e62b2ecfdf8ba5a71c81f08c31,3,Business,parking,NEGATIVE
e61441e62b2ecfdf8ba5a71c81f08c31,3,Business,room,NEGATIVE
e61441e62b2ecfdf8ba5a71c81f08c31,3,Business,doors,NEGATIVE
e61441e62b2ecfdf8ba5a71c81f08c31,3,Business,corridor,NEGATIVE
24d3d613c78dc5b7ff38eecc295e7ad5,3,Business,charger,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,sewing,POSITIVE
f90fae1393732c10d800071f43da97c3,3,Business,window,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,air conditioning,NEGATIVE
06491106a327b7791feda2343d246c04,3,Business,hotel,NEGATIVE
06491106a327b7791feda2343d246c04,3,Business,air,NEGATIVE
06491106a327b7791feda2343d246c04,3,Business,price,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,space,NEGATIVE
f90fae1393732c10d800071f43da97c3,3,Business,room,NEUTRAL
f90fae1393732c10d800071f43da97c3,3,Business,location,NEGATIVE
31bc64f860da6b260fb0aec25492757a,3,Business,windows,NEUTRAL
31bc64f860da6b260fb0aec25492757a,3,Business,rooms,NEGATIVE
0c5412b33d755d6afa5f7f91a2224679,3,Business,service,POSITIVE
75228058b4d9df7f7777b92bce6a0cbc,3,Business,wine,NEUTRAL
e84a088b32e6e8fd2d7c501364516209,3,Business,dishes,NEUTRAL
e84a088b32e6e8fd2d7c501364516209,3,Business,frying,NEGATIVE
e84a088b32e6e8fd2d7c501364516209,3,Business,price,NEGATIVE
75228058b4d9df7f7777b92bce6a0cbc,3,Business,sink,NEGATIVE
75228058b4d9df7f7777b92bce6a0cbc,3,Business,toilet,NEUTRAL
75228058b4d9df7f7777b92bce6a0cbc,3,Business,sink,NEGATIVE
75228058b4d9df7f7777b92bce6a0cbc,3,Business,toilet,NEGATIVE
4124689349bd83e5a4d4dbec4eed993b,3,Business,walls,NEGATIVE
4124689349bd83e5a4d4dbec4eed993b,3,Business,ceiling,NEGATIVE
4124689349bd83e5a4d4dbec4eed993b,3,Business,floor,NEGATIVE
4124689349bd83e5a4d4dbec4eed993b,3,Business,price,NEGATIVE
edd3a4d318266429c6b459f669050395,3,Business,rooms,NEGATIVE
edd3a4d318266429c6b459f669050395,3,Business,room,NEGATIVE
edd3a4d318266429c6b459f669050395,3,Business,emergency,NEGATIVE
edd3a4d318266429c6b459f669050395,3,Business,window,NEUTRAL
f9b12b6986247a8627e2176d1cefc87c,3,Business,facility,NEGATIVE
f9b12b6986247a8627e2176d1cefc87c,3,Business,rooms,NEUTRAL
f9b12b6986247a8627e2176d1cefc87c,3,Business,ventilation,NEGATIVE
